Дата,Тип документа,Название,Количество,Цена,Сумма,Валовая прибыль (руб),Валовая прибыль (%),Сотрудник,Статус
05.01.2023 - 16:31,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1293,1293,741,57.30858468677494,Администратор,Выдан
06.01.2023 - 14:57,Заказ,Восстановление цепи питания,1,4456,4456,3952,88.68940754039497,Иванов Сергей,Выдан
06.01.2023 - 14:59,Заказ,Диагностика,1,500,500,500,100.0,Петров Роман,Выдан
06.01.2023 - 18:28,Продажа,SSD накопитель Kingston 240GB,1,2083,2083,634,30.436869899183872,Иванов Сергей,
07.01.2023 - 11:40,Заказ,Наклейка защитного стекла (Услуга),1,189,189,189,100.0,Иванов Сергей,Выдан
07.01.2023 - 13:56,Заказ,Установка Windows 10/11 + Драйвера,2,1225,2450,2450,100.0,Иванов Сергей,Выдан
07.01.2023 - 14:01,Заказ,Установка Windows 10/11 + Драйвера,1,1240,1240,1240,100.0,Иванов Сергей,Выдан
07.01.2023 - 14:02,Заказ,Прошивка Android/iOS,1,918,918,918,100.0,Администратор,Выдан
07.01.2023 - 16:39,Продажа,Защитное стекло 3D для iPhone 11/XR,1,463,463,412,88.98488120950324,Иванов Сергей,
07.01.2023 - 19:45,Заказ,Наклейка защитного стекла (Услуга),1,203,203,203,100.0,Иванов Сергей,Выдан
08.01.2023 - 10:52,Заказ,Установка Windows 10/11 + Драйвера,1,1274,1274,1274,100.0,Петров Роман,Выдан
08.01.2023 - 14:56,Продажа,Чехол силиконовый прозрачный,1,302,302,240,79.47019867549669,Администратор,
08.01.2023 - 16:37,Заказ,Защитное стекло 3D для iPhone 11/XR,1,470,470,419,89.14893617021276,Петров Роман,Выдан
09.01.2023 - 11:33,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1242,1242,1140,91.78743961352657,Иванов Сергей,Выдан
09.01.2023 - 13:27,Заказ,Чистка системы охлаждения с заменой термопасты,2,1588,3176,2986,94.0176322418136,Сидоров Алексей,Выдан
09.01.2023 - 14:05,Заказ,Кабель USB - Lightning (Foxconn),1,657,657,500,76.10350076103501,Администратор,Выдан
09.01.2023 - 14:19,Продажа,Чехол силиконовый прозрачный,1,279,279,218,78.13620071684588,Сидоров Алексей,
09.01.2023 - 15:56,Заказ,Чистка системы охлаждения с заменой термопасты,1,1414,1414,1315,92.998585572843,Сидоров Алексей,Выдан
09.01.2023 - 18:21,Заказ,Наклейка защитного стекла (Услуга),1,188,188,188,100.0,Петров Роман,Выдан
10.01.2023 - 17:05,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1261,1261,732,58.04916732751785,Петров Роман,Выдан
11.01.2023 - 10:19,Заказ,Чехол силиконовый прозрачный,1,314,314,253,80.57324840764332,Петров Роман,Выдан
11.01.2023 - 12:06,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1108,1108,550,49.63898916967509,Администратор,Выдан
11.01.2023 - 15:14,Заказ,Прошивка Android/iOS,1,1032,1032,1032,100.0,Сидоров Алексей,Выдан
11.01.2023 - 15:35,Заказ,Защитное стекло 3D для iPhone 11/XR,1,535,535,487,91.02803738317758,Сидоров Алексей,Выдан
11.01.2023 - 16:30,Заказ,Диагностика,1,539,539,539,100.0,Иванов Сергей,Выдан
12.01.2023 - 10:54,Заказ,Установка Windows 10/11 + Драйвера,1,1105,1105,1105,100.0,Сидоров Алексей,Выдан
12.01.2023 - 13:25,Продажа,Защитное стекло 3D для iPhone 11/XR,1,523,523,471,90.05736137667304,Сидоров Алексей,
12.01.2023 - 14:56,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,430,430,222,51.627906976744185,Петров Роман,
12.01.2023 - 15:05,Заказ,SSD накопитель Kingston 240GB,1,2003,2003,571,28.507239141288064,Петров Роман,Выдан
12.01.2023 - 15:08,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1214,1214,1118,92.09225700164745,Петров Роман,Выдан
12.01.2023 - 15:31,Продажа,Защитное стекло 3D для iPhone 11/XR,1,455,455,406,89.23076923076924,Иванов Сергей,
12.01.2023 - 16:47,Заказ,Диагностика,1,492,492,492,100.0,Администратор,Выдан
12.01.2023 - 16:54,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,451,451,253,56.09756097560976,Иванов Сергей,Выдан
12.01.2023 - 18:00,Продажа,Защитное стекло 3D для iPhone 11/XR,1,510,510,462,90.58823529411765,Администратор,
13.01.2023 - 12:43,Продажа,Чехол силиконовый прозрачный,3,299,897,726,80.93645484949833,Администратор,
13.01.2023 - 18:56,Продажа,Чехол силиконовый прозрачный,1,279,279,220,78.85304659498208,Иванов Сергей,
13.01.2023 - 19:33,Продажа,Кабель USB - Lightning (Foxconn),2,635,1270,962,75.74803149606299,Администратор,
13.01.2023 - 19:43,Заказ,Установка Windows 10/11 + Драйвера,1,1099,1099,1099,100.0,Петров Роман,Выдан
13.01.2023 - 19:59,Заказ,Блок питания Apple 20W (Copy),1,1157,1157,746,64.47709593777009,Администратор,Выдан
14.01.2023 - 10:28,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5685,5685,2037,35.831134564643804,Сидоров Алексей,Выдан
14.01.2023 - 13:05,Заказ,Защитное стекло 3D для iPhone 11/XR,1,470,470,420,89.36170212765957,Иванов Сергей,Выдан
14.01.2023 - 13:21,Заказ,Защитное стекло 3D для iPhone 11/XR,1,500,500,450,90.0,Администратор,Выдан
14.01.2023 - 16:44,Продажа,Защитное стекло 3D для iPhone 11/XR,1,500,500,453,90.60000000000001,Петров Роман,
14.01.2023 - 17:25,Продажа,Чехол силиконовый прозрачный,1,309,309,250,80.90614886731392,Администратор,
14.01.2023 - 18:25,Заказ,Дисплей iPhone 11 (Копия AAA),1,2624,2624,1272,48.47560975609756,Администратор,Выдан
14.01.2023 - 19:03,Продажа,SSD накопитель Kingston 240GB,1,2206,2206,777,35.222121486854036,Иванов Сергей,
15.01.2023 - 11:51,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,406,406,200,49.26108374384236,Петров Роман,Выдан
16.01.2023 - 11:23,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1109,1109,1014,91.43372407574391,Иванов Сергей,Выдан
16.01.2023 - 15:04,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,423,423,230,54.37352245862884,Петров Роман,Выдан
16.01.2023 - 15:36,Продажа,Кабель USB - Lightning (Foxconn),1,632,632,484,76.58227848101265,Иванов Сергей,
16.01.2023 - 16:41,Продажа,Защитное стекло 3D для iPhone 11/XR,1,515,515,468,90.87378640776699,Петров Роман,
16.01.2023 - 18:16,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1159,1159,621,53.58067299396031,Сидоров Алексей,Выдан
17.01.2023 - 10:00,Продажа,Блок питания Apple 20W (Copy),1,1090,1090,695,63.76146788990825,Иванов Сергей,
17.01.2023 - 16:20,Продажа,Защитное стекло 3D для iPhone 11/XR,1,483,483,436,90.26915113871635,Администратор,
17.01.2023 - 18:07,Заказ,Прошивка Android/iOS,1,1096,1096,1096,100.0,Сидоров Алексей,Выдан
17.01.2023 - 19:50,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1282,1282,729,56.86427457098284,Сидоров Алексей,Выдан
18.01.2023 - 10:29,Заказ,Наклейка защитного стекла (Услуга),1,200,200,200,100.0,Сидоров Алексей,Выдан
18.01.2023 - 10:43,Заказ,Установка Windows 10/11 + Драйвера,1,1149,1149,1149,100.0,Петров Роман,Выдан
18.01.2023 - 10:52,Заказ,Восстановление цепи питания,1,4615,4615,4117,89.20910075839653,Администратор,Выдан
18.01.2023 - 12:28,Продажа,Защитное стекло 3D для iPhone 11/XR,1,524,524,473,90.2671755725191,Иванов Сергей,
18.01.2023 - 16:48,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1108,1108,1011,91.24548736462094,Администратор,Выдан
18.01.2023 - 17:02,Продажа,Блок питания Apple 20W (Copy),1,1302,1302,902,69.27803379416282,Сидоров Алексей,
18.01.2023 - 17:23,Продажа,SSD накопитель Kingston 240GB,1,2107,2107,627,29.75794969150451,Петров Роман,
19.01.2023 - 17:08,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4797,4797,1650,34.39649781113196,Администратор,Выдан
19.01.2023 - 19:29,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,482,482,280,58.09128630705395,Администратор,
20.01.2023 - 12:44,Заказ,Диагностика,1,471,471,471,100.0,Петров Роман,Выдан
21.01.2023 - 13:22,Заказ,Наклейка защитного стекла (Услуга),1,209,209,209,100.0,Сидоров Алексей,Выдан
21.01.2023 - 14:37,Заказ,Наклейка защитного стекла (Услуга),1,194,194,194,100.0,Иванов Сергей,Выдан
21.01.2023 - 17:16,Заказ,Прошивка Android/iOS,1,1011,1011,1011,100.0,Петров Роман,Выдан
21.01.2023 - 19:08,Продажа,Защитное стекло 3D для iPhone 11/XR,1,478,478,428,89.5397489539749,Иванов Сергей,
22.01.2023 - 15:39,Продажа,Чехол силиконовый прозрачный,1,326,326,269,82.51533742331289,Сидоров Алексей,
22.01.2023 - 16:49,Заказ,Защитное стекло 3D для iPhone 11/XR,1,521,521,470,90.21113243761995,Иванов Сергей,Выдан
22.01.2023 - 17:16,Заказ,Восстановление цепи питания,2,4136,8272,7252,87.66924564796905,Сидоров Алексей,Выдан
22.01.2023 - 18:18,Заказ,Кабель USB - Lightning (Foxconn),1,631,631,483,76.54516640253566,Иванов Сергей,Выдан
23.01.2023 - 11:37,Заказ,Диагностика,1,478,478,478,100.0,Иванов Сергей,Выдан
23.01.2023 - 11:43,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1168,1168,1072,91.78082191780823,Петров Роман,Выдан
23.01.2023 - 11:46,Продажа,Чехол силиконовый прозрачный,1,288,288,227,78.81944444444444,Сидоров Алексей,
23.01.2023 - 12:04,Заказ,Замена разъема зарядки (MicroUSB/Type-C),3,1164,3492,3201,91.66666666666666,Иванов Сергей,Выдан
23.01.2023 - 12:20,Продажа,Защитное стекло 3D для iPhone 11/XR,1,455,455,404,88.79120879120879,Сидоров Алексей,
24.01.2023 - 13:51,Заказ,Защитное стекло 3D для iPhone 11/XR,1,511,511,460,90.01956947162427,Администратор,Выдан
24.01.2023 - 18:19,Заказ,Диагностика,1,544,544,544,100.0,Сидоров Алексей,Выдан
24.01.2023 - 19:09,Заказ,Защитное стекло 3D для iPhone 11/XR,2,538,1076,978,90.89219330855019,Петров Роман,Выдан
25.01.2023 - 12:32,Заказ,Кабель USB - Lightning (Foxconn),1,647,647,501,77.43431221020093,Администратор,Выдан
25.01.2023 - 12:55,Продажа,Кабель USB - Lightning (Foxconn),1,565,565,416,73.6283185840708,Сидоров Алексей,
25.01.2023 - 13:11,Заказ,Чехол силиконовый прозрачный,1,276,276,216,78.26086956521739,Сидоров Алексей,Выдан
25.01.2023 - 14:34,Заказ,Чехол силиконовый прозрачный,1,320,320,263,82.1875,Иванов Сергей,Выдан
25.01.2023 - 17:13,Продажа,Защитное стекло 3D для iPhone 11/XR,1,515,515,467,90.67961165048544,Иванов Сергей,
25.01.2023 - 19:32,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,411,411,204,49.63503649635037,Администратор,Выдан
26.01.2023 - 14:51,Заказ,Дисплей iPhone 11 (Копия AAA),1,2412,2412,958,39.718076285240464,Петров Роман,Выдан
26.01.2023 - 17:42,Заказ,Восстановление цепи питания,1,4671,4671,4154,88.93170627274674,Сидоров Алексей,Выдан
26.01.2023 - 18:23,Продажа,Защитное стекло 3D для iPhone 11/XR,1,455,455,404,88.79120879120879,Администратор,
26.01.2023 - 18:34,Заказ,Чистка системы охлаждения с заменой термопасты,1,1359,1359,1259,92.64164827078734,Иванов Сергей,Выдан
27.01.2023 - 10:24,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1095,1095,996,90.95890410958904,Администратор,Выдан
27.01.2023 - 12:33,Продажа,16GB USB 2.0 Flash Drive SmartBuy,2,477,954,552,57.861635220125784,Иванов Сергей,
27.01.2023 - 15:10,Продажа,Блок питания Apple 20W (Copy),1,1216,1216,821,67.51644736842105,Администратор,
27.01.2023 - 16:55,Заказ,Установка Windows 10/11 + Драйвера,1,1258,1258,1258,100.0,Иванов Сергей,Выдан
27.01.2023 - 18:18,Заказ,Восстановление цепи питания,1,4226,4226,3702,87.60056791292003,Иванов Сергей,Выдан
28.01.2023 - 11:00,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1088,1088,991,91.08455882352942,Сидоров Алексей,Выдан
28.01.2023 - 11:44,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,433,433,243,56.12009237875289,Петров Роман,
28.01.2023 - 12:15,Заказ,Чистка системы охлаждения с заменой термопасты,1,1391,1391,1295,93.09849029475198,Сидоров Алексей,Выдан
28.01.2023 - 13:09,Продажа,Чехол силиконовый прозрачный,1,301,301,241,80.06644518272425,Администратор,
28.01.2023 - 15:22,Заказ,Дисплей iPhone 11 (Копия AAA),1,2686,2686,1332,49.59046909903202,Петров Роман,Выдан
28.01.2023 - 15:32,Заказ,Чехол силиконовый прозрачный,1,314,314,255,81.21019108280255,Сидоров Алексей,Выдан
28.01.2023 - 16:29,Продажа,Защитное стекло 3D для iPhone 11/XR,1,467,467,418,89.50749464668094,Петров Роман,
28.01.2023 - 16:30,Продажа,Кабель USB - Lightning (Foxconn),1,579,579,433,74.78411053540587,Петров Роман,
28.01.2023 - 17:30,Заказ,Диагностика,1,511,511,511,100.0,Сидоров Алексей,Выдан
28.01.2023 - 17:35,Заказ,Защитное стекло 3D для iPhone 11/XR,1,487,487,440,90.34907597535934,Петров Роман,Выдан
28.01.2023 - 17:57,Заказ,Наклейка защитного стекла (Услуга),1,198,198,198,100.0,Администратор,Выдан
29.01.2023 - 10:15,Заказ,Защитное стекло 3D для iPhone 11/XR,1,523,523,474,90.63097514340345,Администратор,Выдан
29.01.2023 - 11:00,Заказ,Диагностика,1,467,467,467,100.0,Администратор,Выдан
29.01.2023 - 11:06,Заказ,Диагностика,1,543,543,543,100.0,Сидоров Алексей,Выдан
29.01.2023 - 12:35,Заказ,Прошивка Android/iOS,1,1087,1087,1087,100.0,Сидоров Алексей,Выдан
29.01.2023 - 12:50,Продажа,Защитное стекло 3D для iPhone 11/XR,1,479,479,432,90.18789144050105,Администратор,
29.01.2023 - 15:32,Заказ,Чехол силиконовый прозрачный,1,318,318,258,81.13207547169812,Иванов Сергей,Выдан
29.01.2023 - 15:40,Заказ,Чехол силиконовый прозрачный,1,317,317,258,81.38801261829653,Администратор,Выдан
29.01.2023 - 16:37,Заказ,Чехол силиконовый прозрачный,1,309,309,249,80.58252427184466,Петров Роман,Выдан
29.01.2023 - 18:22,Заказ,Защитное стекло 3D для iPhone 11/XR,1,514,514,464,90.27237354085604,Сидоров Алексей,Выдан
29.01.2023 - 19:32,Заказ,Чистка системы охлаждения с заменой термопасты,1,1553,1553,1452,93.49645846748228,Сидоров Алексей,Выдан
30.01.2023 - 14:18,Заказ,Восстановление цепи питания,1,4405,4405,3921,89.01248581157776,Сидоров Алексей,Выдан
30.01.2023 - 15:08,Продажа,Защитное стекло 3D для iPhone 11/XR,1,512,512,463,90.4296875,Администратор,
30.01.2023 - 16:58,Заказ,Прошивка Android/iOS,1,1023,1023,1023,100.0,Петров Роман,Выдан
30.01.2023 - 17:02,Продажа,Чехол силиконовый прозрачный,1,270,270,211,78.14814814814814,Иванов Сергей,
30.01.2023 - 19:53,Продажа,Кабель USB - Lightning (Foxconn),3,612,1836,1374,74.83660130718954,Сидоров Алексей,
31.01.2023 - 13:54,Заказ,Наклейка защитного стекла (Услуга),3,201,603,603,100.0,Иванов Сергей,Выдан
31.01.2023 - 18:03,Заказ,Блок питания Apple 20W (Copy),1,1290,1290,908,70.3875968992248,Администратор,Выдан
01.02.2023 - 10:56,Продажа,Защитное стекло 3D для iPhone 11/XR,1,472,472,423,89.61864406779661,Иванов Сергей,
01.02.2023 - 15:36,Заказ,Защитное стекло 3D для iPhone 11/XR,1,462,462,411,88.96103896103897,Сидоров Алексей,Выдан
02.02.2023 - 11:44,Заказ,Защитное стекло 3D для iPhone 11/XR,1,491,491,440,89.61303462321793,Петров Роман,Выдан
02.02.2023 - 18:57,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),2,1182,2364,1286,54.39932318104906,Петров Роман,Выдан
03.02.2023 - 15:39,Заказ,Блок питания Apple 20W (Copy),1,1217,1217,831,68.28266228430567,Администратор,Выдан
04.02.2023 - 10:59,Заказ,Наклейка защитного стекла (Услуга),1,205,205,205,100.0,Администратор,Выдан
04.02.2023 - 11:26,Заказ,Защитное стекло 3D для iPhone 11/XR,1,489,489,440,89.97955010224949,Петров Роман,Выдан
04.02.2023 - 12:14,Продажа,Защитное стекло 3D для iPhone 11/XR,1,544,544,494,90.80882352941177,Администратор,
04.02.2023 - 14:47,Заказ,Чистка системы охлаждения с заменой термопасты,2,1455,2910,2714,93.26460481099656,Петров Роман,Выдан
04.02.2023 - 17:06,Продажа,Кабель USB - Lightning (Foxconn),1,601,601,458,76.2063227953411,Администратор,
04.02.2023 - 17:07,Заказ,Чистка системы охлаждения с заменой термопасты,1,1595,1595,1491,93.47962382445141,Петров Роман,Выдан
04.02.2023 - 17:15,Заказ,Блок питания Apple 20W (Copy),1,1306,1306,915,70.06125574272588,Сидоров Алексей,Выдан
04.02.2023 - 17:22,Заказ,Наклейка защитного стекла (Услуга),1,191,191,191,100.0,Сидоров Алексей,Выдан
04.02.2023 - 18:08,Заказ,Восстановление цепи питания,1,4372,4372,3880,88.74656907593778,Сидоров Алексей,Выдан
04.02.2023 - 18:38,Продажа,Защитное стекло 3D для iPhone 11/XR,1,455,455,408,89.67032967032968,Администратор,
04.02.2023 - 19:19,Заказ,Прошивка Android/iOS,2,1089,2178,2178,100.0,Петров Роман,Выдан
05.02.2023 - 10:32,Продажа,Защитное стекло 3D для iPhone 11/XR,1,513,513,464,90.44834307992203,Петров Роман,
05.02.2023 - 11:04,Заказ,Наклейка защитного стекла (Услуга),1,187,187,187,100.0,Сидоров Алексей,Выдан
05.02.2023 - 13:16,Заказ,Чистка системы охлаждения с заменой термопасты,1,1562,1562,1460,93.46991037131882,Петров Роман,Выдан
05.02.2023 - 15:35,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,471,471,266,56.475583864118896,Петров Роман,Выдан
05.02.2023 - 17:04,Заказ,Блок питания Apple 20W (Copy),3,1124,3372,2142,63.52313167259786,Администратор,Выдан
06.02.2023 - 10:47,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4720,4720,1382,29.279661016949156,Сидоров Алексей,Выдан
06.02.2023 - 12:34,Продажа,Чехол силиконовый прозрачный,1,285,285,225,78.94736842105263,Сидоров Алексей,
06.02.2023 - 16:14,Заказ,Дисплей iPhone 11 (Копия AAA),3,2737,8211,4206,51.22396784800877,Администратор,Выдан
07.02.2023 - 11:21,Заказ,Прошивка Android/iOS,1,1091,1091,1091,100.0,Иванов Сергей,Выдан
07.02.2023 - 13:15,Заказ,Защитное стекло 3D для iPhone 11/XR,1,529,529,479,90.54820415879017,Петров Роман,Выдан
07.02.2023 - 13:45,Продажа,Кабель USB - Lightning (Foxconn),1,555,555,412,74.23423423423424,Петров Роман,
07.02.2023 - 15:11,Продажа,Защитное стекло 3D для iPhone 11/XR,1,458,458,409,89.30131004366812,Администратор,
07.02.2023 - 16:02,Продажа,Кабель USB - Lightning (Foxconn),1,587,587,436,74.27597955706985,Иванов Сергей,
07.02.2023 - 19:28,Продажа,Кабель USB - Lightning (Foxconn),1,625,625,479,76.64,Сидоров Алексей,
08.02.2023 - 10:14,Продажа,Чехол силиконовый прозрачный,1,283,283,225,79.50530035335689,Иванов Сергей,
08.02.2023 - 11:44,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,454,454,257,56.6079295154185,Сидоров Алексей,
08.02.2023 - 12:04,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1093,1093,561,51.326623970722785,Сидоров Алексей,Выдан
08.02.2023 - 13:40,Заказ,Чистка системы охлаждения с заменой термопасты,1,1546,1546,1443,93.33764553686935,Сидоров Алексей,Выдан
08.02.2023 - 14:57,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),2,1272,2544,1412,55.503144654088054,Петров Роман,Выдан
08.02.2023 - 15:00,Заказ,Диагностика,1,461,461,461,100.0,Иванов Сергей,Выдан
08.02.2023 - 16:46,Заказ,Установка Windows 10/11 + Драйвера,1,1169,1169,1169,100.0,Администратор,Выдан
08.02.2023 - 19:28,Продажа,Защитное стекло 3D для iPhone 11/XR,1,545,545,497,91.19266055045871,Петров Роман,
09.02.2023 - 11:06,Продажа,Защитное стекло 3D для iPhone 11/XR,1,520,520,471,90.57692307692308,Петров Роман,
09.02.2023 - 11:18,Заказ,Установка Windows 10/11 + Драйвера,1,1198,1198,1198,100.0,Администратор,Выдан
09.02.2023 - 13:44,Заказ,Наклейка защитного стекла (Услуга),1,192,192,192,100.0,Иванов Сергей,Выдан
09.02.2023 - 14:39,Заказ,Защитное стекло 3D для iPhone 11/XR,1,456,456,406,89.03508771929825,Петров Роман,Выдан
09.02.2023 - 18:17,Заказ,Установка Windows 10/11 + Драйвера,1,1088,1088,1088,100.0,Сидоров Алексей,Выдан
09.02.2023 - 18:31,Заказ,Чехол силиконовый прозрачный,1,287,287,226,78.74564459930313,Сидоров Алексей,Выдан
09.02.2023 - 19:22,Продажа,Чехол силиконовый прозрачный,1,315,315,258,81.9047619047619,Петров Роман,
10.02.2023 - 10:46,Заказ,Наклейка защитного стекла (Услуга),1,188,188,188,100.0,Сидоров Алексей,Выдан
10.02.2023 - 14:35,Заказ,Дисплей iPhone 11 (Копия AAA),1,2628,2628,1184,45.053272450532724,Петров Роман,Выдан
10.02.2023 - 15:17,Заказ,Наклейка защитного стекла (Услуга),1,191,191,191,100.0,Администратор,Выдан
10.02.2023 - 16:13,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1083,1083,980,90.48938134810712,Иванов Сергей,Выдан
10.02.2023 - 16:21,Заказ,Дисплей iPhone 11 (Копия AAA),1,2345,2345,895,38.16631130063966,Иванов Сергей,Выдан
10.02.2023 - 16:49,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,446,446,246,55.15695067264574,Иванов Сергей,Выдан
10.02.2023 - 17:16,Заказ,Прошивка Android/iOS,1,950,950,950,100.0,Сидоров Алексей,Выдан
10.02.2023 - 17:34,Заказ,Защитное стекло 3D для iPhone 11/XR,1,486,486,436,89.7119341563786,Администратор,Выдан
10.02.2023 - 18:28,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5582,5582,1928,34.53959154424937,Сидоров Алексей,Выдан
11.02.2023 - 10:46,Заказ,Чистка системы охлаждения с заменой термопасты,1,1605,1605,1502,93.58255451713396,Иванов Сергей,Выдан
11.02.2023 - 12:13,Заказ,Наклейка защитного стекла (Услуга),1,210,210,210,100.0,Иванов Сергей,Выдан
11.02.2023 - 15:25,Заказ,Чехол силиконовый прозрачный,1,312,312,254,81.41025641025641,Петров Роман,Выдан
11.02.2023 - 16:15,Заказ,Чистка системы охлаждения с заменой термопасты,1,1522,1522,1420,93.29829172141918,Сидоров Алексей,Выдан
11.02.2023 - 17:02,Заказ,Диагностика,1,487,487,487,100.0,Петров Роман,Выдан
11.02.2023 - 17:43,Продажа,Защитное стекло 3D для iPhone 11/XR,1,490,490,440,89.79591836734694,Иванов Сергей,
11.02.2023 - 19:59,Продажа,Защитное стекло 3D для iPhone 11/XR,1,501,501,453,90.41916167664671,Петров Роман,
12.02.2023 - 13:06,Заказ,Диагностика,1,465,465,465,100.0,Администратор,Выдан
12.02.2023 - 13:33,Продажа,Чехол силиконовый прозрачный,1,317,317,259,81.70347003154575,Иванов Сергей,
12.02.2023 - 13:52,Продажа,Кабель USB - Lightning (Foxconn),1,638,638,481,75.39184952978056,Сидоров Алексей,
12.02.2023 - 17:40,Заказ,Установка Windows 10/11 + Драйвера,1,1302,1302,1302,100.0,Администратор,Выдан
13.02.2023 - 10:05,Продажа,Кабель USB - Lightning (Foxconn),1,557,557,414,74.32675044883304,Иванов Сергей,
13.02.2023 - 12:10,Продажа,Защитное стекло 3D для iPhone 11/XR,1,519,519,469,90.36608863198458,Сидоров Алексей,
13.02.2023 - 12:51,Заказ,Замена разъема зарядки (MicroUSB/Type-C),3,1286,3858,3555,92.1461897356143,Петров Роман,Выдан
13.02.2023 - 13:32,Заказ,Чистка системы охлаждения с заменой термопасты,1,1528,1528,1426,93.32460732984293,Иванов Сергей,Выдан
13.02.2023 - 14:04,Заказ,Защитное стекло 3D для iPhone 11/XR,1,462,462,412,89.17748917748918,Иванов Сергей,Выдан
13.02.2023 - 14:10,Заказ,Прошивка Android/iOS,1,1005,1005,1005,100.0,Сидоров Алексей,Выдан
13.02.2023 - 14:22,Продажа,Защитное стекло 3D для iPhone 11/XR,1,495,495,445,89.8989898989899,Сидоров Алексей,
13.02.2023 - 15:17,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5134,5134,1393,27.132839890923254,Иванов Сергей,Выдан
14.02.2023 - 10:38,Продажа,Защитное стекло 3D для iPhone 11/XR,1,458,458,411,89.73799126637554,Иванов Сергей,
14.02.2023 - 16:46,Заказ,Защитное стекло 3D для iPhone 11/XR,1,538,538,486,90.33457249070632,Петров Роман,Выдан
14.02.2023 - 17:44,Заказ,Чистка системы охлаждения с заменой термопасты,1,1448,1448,1347,93.02486187845304,Администратор,Выдан
15.02.2023 - 10:52,Продажа,Чехол силиконовый прозрачный,2,292,584,464,79.45205479452055,Петров Роман,
